,Unnamed: 0,customerid,churn,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines
1775,1775,2520-SGTTA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.0, ,Female,0,1,1,0,1,No
1776,1776,2521-NPUZR,0,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,0,Credit card (automatic),101.0,7085.5,Male,0,1,0,70,1,No
1777,1777,2522-AHJXR,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,Male,0,1,0,60,1,Yes
1778,1778,2522-WLNSF,0,DSL,No,No,Yes,Yes,Yes,No,One year,0,Bank transfer (automatic),64.2,2106.3,Female,1,1,0,34,1,No
1779,1779,2523-EWWZL,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.1,2093.4,Female,0,1,0,27,1,No
1780,1780,2525-GVKQU,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.6,1093,Female,0,0,0,60,1,No
1781,1781,2528-HFYZX,1,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,76.45,1233.4,Male,1,1,0,17,1,No
1782,1782,2530-ENDWQ,1,Fiber optic,No,No,No,No,Yes,Yes,Two year,1,Bank transfer (automatic),93.7,6585.35,Female,0,1,0,71,1,Yes
1783,1783,2530-FMFXO,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,1,Electronic check,103.2,5873.75,Male,0,1,1,56,1,Yes
1784,1784,2533-QVMSK,1,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,1,Electronic check,94.1,5638.3,Male,0,1,0,61,1,Yes
1785,1785,2533-TIBIX,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),30.2,469.65,Male,0,1,1,15,0,No phone service
1786,1786,2535-PBCGC,0,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),64.55,4504.9,Female,0,1,0,70,0,No phone service
1787,1787,2538-OIMXF,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,24.7,24.7,Female,0,0,1,1,0,No phone service
1788,1788,2541-YGPKE,0,DSL,Yes,No,No,Yes,No,Yes,One year,0,Credit card (automatic),63.7,2763.35,Male,0,1,1,42,1,No
1789,1789,2542-HYGIQ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.95,19.95,Female,0,0,0,1,1,No
1790,1790,2545-EBUPK,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.05,186.05,Female,1,0,0,2,1,Yes
1791,1791,2545-LXYVJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.7,1492.1,Male,0,1,0,72,1,No
1792,1792,2546-KZAAT,0,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Mailed check,75.4,3865.45,Male,0,1,0,52,1,No
1793,1793,2550-AEVRU,0,DSL,Yes,Yes,No,No,No,No,One year,0,Electronic check,53.45,3053,Female,0,1,1,57,1,No
1794,1794,2550-QHZGP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.5,128.6,Male,0,0,0,7,1,No
1795,1795,2550-ZQZPP,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,75.4,533.05,Male,1,1,0,7,1,Yes
1796,1796,2558-BUOZZ,0,Fiber optic,Yes,Yes,No,No,Yes,No,One year,0,Bank transfer (automatic),94.8,4535.85,Male,0,0,0,47,1,Yes
1797,1797,2560-PPCHE,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),105.05,6744.25,Female,0,0,0,65,1,Yes
1798,1798,2560-QTSBS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),23.3,1623.15,Female,0,1,1,72,1,Yes
1799,1799,2560-WBWXF,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),24.15,1498.85,Male,0,0,0,68,1,Yes
1800,1800,2565-JSLRY,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,24.05,24.05,Male,0,0,0,1,1,Yes
1801,1801,2568-BRGYX,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.2,237.95,Male,0,0,0,4,1,No
1802,1802,2568-OIADY,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.5,3762,Female,0,1,0,37,1,Yes
1803,1803,2569-WGERO,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),21.15,1419.4,Female,0,0,0,72,1,No
1804,1804,2573-GYRUU,0,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Credit card (automatic),91.05,4370.75,Male,1,1,0,48,1,Yes
1805,1805,2575-EAMDV,1,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,99.25,3532,Female,0,0,0,35,1,No
1806,1806,2575-GFSOE,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.0,506.9,Female,0,1,1,7,1,No
1807,1807,2576-HXMPA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),19.55,19.55,Female,0,0,0,1,1,No
1808,1808,2577-GVSIL,0,DSL,No,No,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),73.45,2661.1,Male,0,1,1,35,1,Yes
1809,1809,2578-JQPHZ,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),100.1,4378.35,Male,0,0,0,44,1,No
1810,1810,2580-ASVVY,0,DSL,Yes,No,No,Yes,Yes,No,Two year,0,Electronic check,45.4,1593.1,Female,0,1,0,37,0,No phone service
1811,1811,2580-ATZSQ,0,DSL,Yes,Yes,Yes,No,No,No,One year,0,Bank transfer (automatic),61.35,3874.1,Female,0,1,1,65,1,No
1812,1812,2581-VKIRT,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,65.5,3801.3,Female,0,1,1,59,1,Yes
1813,1813,2582-FFFZR,0,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,50.6,1073.3,Female,0,0,0,22,0,No phone service
1814,1814,2585-KTFRE,0,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),70.45,70.45,Male,0,0,1,1,1,No
1815,1815,2586-CWXVV,0,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,30.4,1621.35,Male,0,1,0,54,0,No phone service
1816,1816,2587-EKXTS,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,111.5,4915.15,Male,0,0,0,44,1,Yes
1817,1817,2587-YNLES,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.1,100.35,Female,0,1,1,6,1,No
1818,1818,2589-AYCRP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.75,989.05,Female,0,0,0,50,1,No
1819,1819,2592-HODOV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,259.65,Male,0,0,0,13,1,No
1820,1820,2592-SEIFQ,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.75,66.95,Male,0,0,0,3,0,No phone service
1821,1821,2592-YKDIF,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,20.35,Female,0,0,0,1,1,No
1822,1822,2595-KIWPV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,509.3,Male,0,0,1,27,1,No
1823,1823,2599-CIPQE,0,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),109.3,7782.85,Male,0,1,1,71,1,No
1824,1824,2599-CZABP,0,DSL,No,No,No,No,No,No,One year,0,Electronic check,44.6,641.25,Male,0,1,0,14,1,No
1825,1825,2599-GTQWQ,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.65,3759.05,Male,1,0,0,39,1,Yes
1826,1826,2603-HVKCG,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,101.4,3143.65,Male,0,0,0,31,1,No
1827,1827,2604-IJPDU,0,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,1,Electronic check,96.55,1901.65,Female,0,1,0,20,1,No
1828,1828,2604-XVDAM,0,DSL,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),43.8,540.95,Female,0,0,0,12,1,No
1829,1829,2606-PKWJB,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Mailed check,40.25,1564.05,Male,0,0,1,40,0,No phone service
1830,1830,2606-RMDHZ,1,DSL,No,Yes,No,No,No,No,Month-to-month,1,Credit card (automatic),30.5,208.7,Male,0,0,0,6,0,No phone service
1831,1831,2607-DHDAK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1414.65,Male,0,1,1,72,1,No
1832,1832,2607-FBDFF,0,DSL,No,No,No,Yes,No,No,Month-to-month,0,Credit card (automatic),49.0,49,Male,0,0,0,1,1,No
1833,1833,2608-BHKFN,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),70.05,266.9,Female,0,0,0,4,1,No
1834,1834,2609-IAICY,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,77.15,77.15,Female,0,0,0,1,1,Yes
1835,1835,2612-PHGOX,0,DSL,No,Yes,Yes,Yes,Yes,No,Two year,1,Bank transfer (automatic),76.1,4818.8,Male,0,1,0,64,1,Yes
1836,1836,2612-RANWT,1,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),100.15,1164.3,Female,0,0,0,12,1,Yes
1837,1837,2612-RRIDN,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,81.0,340.85,Male,0,0,0,4,1,No
1838,1838,2615-YVMYX,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,107.5,7713.55,Male,1,1,0,71,1,Yes
1839,1839,2616-FLVQC,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.55,1240.15,Male,0,0,0,64,1,No
1840,1840,2616-UUTFK,0,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Bank transfer (automatic),72.75,2447.45,Male,0,1,0,33,1,Yes
1841,1841,2619-WFQWU,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,70.15,70.15,Female,0,0,0,1,1,No
1842,1842,2621-UDNLU,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.85,72,Female,0,1,0,3,1,No
1843,1843,2623-DRYAM,0,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,101.75,7069.3,Female,0,1,0,70,1,Yes
1844,1844,2625-TRCZQ,0,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.65,2553.35,Female,0,1,0,51,0,No phone service
1845,1845,2626-URJFX,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.9,225.6,Male,0,1,1,4,1,Yes
1846,1846,2626-VEEWG,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.4,1284.2,Male,0,1,1,67,1,No
1847,1847,2632-IVXVF,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,0,Credit card (automatic),111.75,7511.3,Female,0,1,1,68,1,Yes
1848,1848,2632-TACXW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),23.65,1416.75,Female,0,1,0,62,1,Yes
1849,1849,2632-UCGVD,1,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,6871.9,Male,1,1,0,66,1,Yes
1850,1850,2634-HCZGT,1,DSL,Yes,No,No,Yes,No,No,One year,1,Electronic check,60.05,3229.65,Male,1,1,0,53,1,Yes
1851,1851,2636-ALXXZ,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.6,69.6,Female,1,0,0,1,1,No
1852,1852,2636-OHFMN,1,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,48.55,201,Male,0,1,0,4,0,No phone service
1853,1853,2636-SJDOU,0,Fiber optic,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),84.3,5289.05,Male,0,0,0,64,1,Yes
1854,1854,2637-FKFSY,0,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,46.1,130.15,Female,0,1,0,3,1,No
1855,1855,2639-UGMAZ,0,DSL,Yes,Yes,No,No,Yes,Yes,One year,1,Electronic check,56.45,3985.35,Male,1,0,0,71,0,No phone service
1856,1856,2640-LYMOV,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.65,38.8,Male,0,0,0,2,1,No
1857,1857,2640-PMGFL,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,79.5,2180.55,Male,0,0,1,27,1,Yes
1858,1858,2642-DTVCO,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.05,746.5,Male,1,0,0,9,1,Yes
1859,1859,2642-MAWLJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.25,717.95,Female,0,1,1,36,1,No
1860,1860,2642-NQSNM,1,DSL,Yes,No,No,Yes,No,No,One year,0,Bank transfer (automatic),54.25,447.75,Female,0,0,0,8,1,No
1861,1861,2645-QTLMB,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.25,669,Male,0,0,0,7,1,No
1862,1862,2649-HWLYB,0,DSL,Yes,No,Yes,Yes,No,Yes,Two year,0,Bank transfer (automatic),76.15,4929.55,Male,0,1,0,65,1,Yes
1863,1863,2650-GYRYL,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.45,600.25,Male,0,1,1,33,1,No
1864,1864,2651-ZCBXV,0,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),108.0,5760.65,Male,0,0,0,54,1,Yes
1865,1865,2654-VBVPB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),19.9,19.9,Female,0,0,0,1,1,No
1866,1866,2656-FMOKZ,1,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,74.45,1145.7,Female,1,0,0,15,1,Yes
1867,1867,2656-TABEH,1,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,100.2,420.2,Male,0,1,0,4,1,Yes
1868,1868,2657-ALMWY,1,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,84.95,2169.75,Female,1,1,0,26,1,No
1869,1869,2657-VPXTA,0,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,88.85,929.45,Female,0,1,1,10,1,No
1870,1870,2659-VXMWZ,1,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,111.3,7482.1,Male,0,1,1,67,1,Yes
1871,1871,2660-EMUBI,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.35,898.35,Male,1,0,0,10,1,Yes
1872,1872,2661-GKBTK,0,DSL,No,Yes,No,Yes,Yes,Yes,Two year,0,Bank transfer (automatic),76.95,4543.95,Male,0,1,1,60,1,No
1873,1873,2662-NNTDK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),24.8,1600.95,Male,0,0,0,65,1,Yes
1874,1874,2664-XJZNO,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.9,7559.55,Male,0,1,1,72,1,No
1875,1875,2665-NPTGL,0,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.1,2510.7,Female,1,1,0,26,1,Yes
1876,1876,2667-WYLWJ,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.75,145,Female,0,1,1,8,1,No
1877,1877,2668-TZSPS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.45,20.45,Male,0,0,0,1,1,No
1878,1878,2669-OIDSD,0,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),100.05,4834,Female,0,1,0,48,1,No
1879,1879,2669-QVCRG,0,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),81.3,3190.65,Female,0,0,0,41,1,Yes
1880,1880,2672-DZUOY,1,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,25.15,25.15,Male,0,0,0,1,0,No phone service
1881,1881,2672-HUYVI,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,91.1,455.3,Female,0,0,0,6,1,No
1882,1882,2672-OJQZP,0,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.75,44.75,Female,0,0,0,1,1,No
1883,1883,2672-SXZJB,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),19.8,1119.9,Female,0,1,1,56,1,No
1884,1884,2672-TGEFF,0,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,88.8,3340.55,Female,0,1,1,37,1,Yes
1885,1885,2673-CXQEU,0,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,0,Electronic check,110.5,6139.5,Female,1,0,0,56,1,Yes
1886,1886,2673-ZALNP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.9,173.15,Female,0,0,0,7,1,No
1887,1887,2674-MIAHT,0,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Mailed check,80.3,324.2,Female,0,0,0,4,1,Yes
1888,1888,2674-MLXMN,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),99.65,6951.15,Female,1,0,0,71,1,Yes
1889,1889,2675-DHUTR,0,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,98.9,5780.7,Male,1,1,0,58,1,Yes
1890,1890,2675-IJRGJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.65,978,Male,0,0,0,53,1,No
1891,1891,2675-OTVVJ,0,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,0,Electronic check,89.45,2807.65,Male,1,1,0,31,1,Yes
1892,1892,2676-ISHSF,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.3,20.3,Male,0,0,0,1,1,No
1893,1893,2676-OXPPQ,0,DSL,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),55.7,335.65,Male,0,0,0,6,1,No
1894,1894,2676-SSLTO,0,DSL,No,No,No,Yes,Yes,No,Two year,1,Bank transfer (automatic),66.15,3199,Male,0,0,0,49,1,Yes
1895,1895,2680-XKKNJ,0,DSL,Yes,Yes,No,Yes,No,No,One year,0,Bank transfer (automatic),58.2,469.25,Female,0,0,0,8,1,No
1896,1896,2682-KEVRP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,20.05,417,Female,1,0,0,22,1,No
1897,1897,2683-BPJSO,1,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Electronic check,84.45,2467.1,Male,0,1,0,29,1,Yes
1898,1898,2683-JXWQQ,0,DSL,Yes,No,Yes,No,No,No,Month-to-month,0,Bank transfer (automatic),33.6,2117.2,Male,0,1,1,61,0,No phone service
1899,1899,2684-EIWEO,1,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),91.7,2758.15,Female,1,0,0,30,1,Yes
1900,1900,2685-SREOM,1,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Electronic check,89.1,2368.4,Female,0,1,1,25,1,Yes
1901,1901,2688-BHGOG,0,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,79.55,718.55,Male,1,0,0,9,1,No
1902,1902,2690-DVRVK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,20.55,99.45,Male,0,1,1,5,1,No
1903,1903,2691-NZETQ,1,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,758.6,Male,0,0,0,9,1,Yes
1904,1904,2692-AQCPF,0,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,1,Credit card (automatic),108.05,7118.9,Female,0,1,0,65,1,Yes
1905,1905,2692-BUCFV,0,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),101.45,2948.6,Male,1,0,0,29,1,No
1906,1906,2692-PFYTJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,25.75,25.75,Female,0,0,0,1,1,Yes
1907,1907,2694-CIUMO,0,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Credit card (automatic),79.55,958.25,Female,0,0,0,12,1,Yes
1908,1908,2696-ECXKC,0,Fiber optic,Yes,No,No,No,Yes,Yes,One year,0,Mailed check,100.9,5448.6,Female,0,1,1,55,1,Yes
1909,1909,2696-NARTR,1,Fiber optic,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,73.85,926.25,Male,0,0,0,11,1,No
1910,1910,2696-RZVZW,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.05,1629.2,Male,0,1,0,68,1,Yes
1911,1911,2697-NQBPF,0,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.35,3540.65,Male,0,0,0,34,1,Yes
1912,1912,2700-LUEVA,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.75,20.75,Male,0,0,0,1,1,No
1913,1913,2703-AMTUL,0,DSL,Yes,Yes,No,No,No,No,One year,0,Mailed check,53.65,1939.35,Male,0,1,1,36,1,No
1914,1914,2706-QZIHY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.2,387.9,Female,0,1,0,15,1,Yes
1915,1915,2709-UQGNP,0,DSL,Yes,No,No,No,No,No,Month-to-month,1,Mailed check,51.65,524.5,Male,0,0,0,10,1,No
1916,1916,2710-WYVXG,0,DSL,Yes,Yes,No,Yes,No,Yes,Two year,0,Mailed check,71.1,213.35,Female,0,0,0,3,1,No
1917,1917,2712-SYWAY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,25.7,25.7,Female,0,0,0,1,1,Yes
1918,1918,2716-GFZOR,0,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,1,Credit card (automatic),86.1,3551.65,Male,0,1,0,43,1,No
1919,1919,2717-HVIZY,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.05,163.6,Female,0,0,1,8,1,No
1920,1920,2718-GAXQD,1,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,46.0,181.6,Female,1,1,1,4,1,No
1921,1921,2718-YSKCS,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),19.6,1387.45,Male,0,1,1,71,1,No
1922,1922,2719-BDAQO,1,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,93.85,1625.65,Male,0,0,0,17,1,No
1923,1923,2720-FVBQP,0,DSL,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),48.95,273.25,Female,0,1,1,6,1,Yes
1924,1924,2720-WGKHP,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.0,181.7,Male,1,0,0,2,1,Yes
1925,1925,2722-JMONI,1,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.55,49.55,Female,1,1,0,1,1,No
1926,1926,2722-VOJQL,1,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,1,Credit card (automatic),105.65,6903.1,Male,0,0,0,64,1,Yes
1927,1927,2724-FJDYW,0,DSL,No,No,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),54.85,2191.7,Male,0,0,1,39,0,No phone service
1928,1928,2725-IWWBA,0,DSL,Yes,No,Yes,Yes,No,No,One year,0,Mailed check,56.9,2560.1,Male,0,1,1,46,1,No
1929,1929,2725-KXXWT,1,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,90.75,90.75,Male,0,1,0,1,1,No
1930,1930,2725-TTRIQ,0,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),84.2,5986.55,Female,0,1,1,72,1,Yes
1931,1931,2729-VNVAP,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.8,641.35,Female,0,1,1,33,1,No
1932,1932,2731-GJRDG,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Bank transfer (automatic),109.55,3608,Female,0,0,0,32,1,Yes
1933,1933,2732-ISEZX,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.5,104.3,Female,0,0,0,5,1,No
1934,1934,2737-WFVYW,1,DSL,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,45.25,85.5,Female,0,0,0,2,0,No phone service
1935,1935,2737-YNGYW,1,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.55,184.1,Female,0,0,0,2,1,No
1936,1936,2739-CACDQ,0,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Credit card (automatic),82.65,1470.05,Female,1,0,0,17,1,Yes
1937,1937,2739-CCZMB,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.35,122,Male,0,0,1,5,1,No
1938,1938,2740-JFBOK,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Electronic check,24.0,226.55,Male,0,0,0,10,1,Yes
1939,1939,2740-TVLFN,0,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,50.15,50.15,Male,0,0,0,1,1,Yes
1940,1940,2746-DIJLO,0,DSL,No,Yes,No,No,No,No,One year,1,Credit card (automatic),56.3,2364,Female,0,0,0,41,1,Yes
1941,1941,2748-MYRVK,1,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Bank transfer (automatic),99.9,6137,Female,0,0,0,63,1,Yes
1942,1942,2749-CTKAJ,0,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.15,419.9,Male,0,1,1,22,1,No
1943,1943,2750-BJLSB,0,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,1,Electronic check,103.7,4730.6,Female,0,0,0,47,1,No
